None,ticker,datekey,date,revenue,eps,ebitda,netinc,roe,evebitda,fcfps,pb,pe,marketcap,ebit,currentratio,capex,ncfo,equity,de,year
13470,FDC1,1999-03-24,1998-12-31,5117600000.0,0.52,1496900000.0,465700000.0,0.122,13.01,1.085,4.889,39.429,18362190155.0,905800000.0,,-325900000.0,1268900000.0,3755900000.0,3.416,1998
13471,FCX,2025-02-14,2024-12-31,25455000000.0,1.31,6972000000.0,1889000000.0,0.109,8.729,1.91,3.226,30.027,56721271547.0,4731000000.0,2.419,-4414000000.0,7160000000.0,17581000000.0,1.483,2024
13472,FCX,2024-02-16,2023-12-31,22855000000.0,1.28,6701000000.0,1848000000.0,0.113,8.828,0.476,3.337,30.14,55698101858.0,4633000000.0,2.419,-4597000000.0,5279000000.0,16693000000.0,1.509,2023
13473,FCX,2023-02-15,2022-12-31,22780000000.0,2.4,8314000000.0,3468000000.0,0.23,7.578,1.341,3.892,17.455,60532649982.0,6295000000.0,2.461,-3207000000.0,5139000000.0,15555000000.0,1.686,2022
13474,FCX,2022-02-15,2021-12-31,22845000000.0,2.93,9205000000.0,4306000000.0,0.343,7.052,4.048,4.544,14.754,63530288672.0,7207000000.0,2.517,-1781000000.0,7715000000.0,13980000000.0,1.788,2021
13475,FCX,2021-02-16,2020-12-31,14198000000.0,0.41,3669000000.0,599000000.0,0.064,14.728,1.15,4.716,80.107,47984006673.0,2141000000.0,2.723,-1346000000.0,3017000000.0,10174000000.0,2.307,2020
13476,FCX,2020-02-14,2019-12-31,14402000000.0,-0.17,2303000000.0,-239000000.0,-0.025,11.101,-0.716,1.91,-74.309,17759902494.0,891000000.0,2.467,-2521000000.0,1482000000.0,9298000000.0,2.512,2019
13477,FCX,2019-02-15,2018-12-31,18628000000.0,1.79,6292000000.0,2602000000.0,0.275,3.929,1.391,1.816,6.839,17794443108.0,4538000000.0,3.22,-1848000000.0,3863000000.0,9798000000.0,2.483,2018
13478,FCX,2018-02-20,2017-12-31,16403000000.0,1.25,5219000000.0,1821000000.0,0.26,6.774,2.433,3.345,14.686,26683778613.0,3505000000.0,2.14,-1162000000.0,4682000000.0,7977000000.0,3.26,2017
13479,FCX,2017-02-24,2016-12-31,14830000000.0,-3.16,-516000000.0,-4252000000.0,-0.899,-59.948,4.573,3.165,-4.61,19151287226.0,-3126000000.0,2.447,2298000000.0,3729000000.0,6051000000.0,4.637,2016
13480,FCX,2016-02-26,2015-12-31,15877000000.0,-11.31,-9988000000.0,-12195000000.0,-1.012,-2.954,-2.736,1.188,-0.76,9301244014.0,-13485000000.0,1.733,-6180000000.0,3220000000.0,7828000000.0,4.314,2015
13481,FCX,2015-02-27,2014-12-31,21438000000.0,-1.26,3549000000.0,-1268000000.0,-0.064,11.552,-1.433,1.23,-17.196,22492237447.0,-314000000.0,1.749,-7120000000.0,5631000000.0,18287000000.0,1.945,2014
13482,FCX,2014-02-27,2013-12-31,20921000000.0,2.65,8231000000.0,3441000000.0,0.134,6.497,1.091,1.66,13.076,34755849891.0,5434000000.0,2.089,-5046000000.0,6139000000.0,20934000000.0,1.793,2013
13483,FCX,2013-02-22,2012-12-31,18010000000.0,3.2,5916000000.0,3041000000.0,0.18,5.178,0.396,1.756,10.132,30812267938.0,4737000000.0,3.08,-3398000000.0,3774000000.0,17543000000.0,0.805,2012
13484,FCX,2012-02-27,2011-12-31,20880000000.0,4.81,8981000000.0,4560000000.0,0.308,4.43,4.456,2.626,9.007,41073425085.0,7959000000.0,3.417,-2400000000.0,6620000000.0,15642000000.0,0.864,2011
13485,FCX,2011-02-25,2010-12-31,18982000000.0,4.67,8817000000.0,4336000000.0,0.383,5.746,5.523,3.97,11.618,49643833265.0,7781000000.0,2.618,-1219000000.0,6273000000.0,12504000000.0,1.186,2010
13486,FCX,2010-02-26,2009-12-31,15040000000.0,3.05,6656000000.0,2749000000.0,0.323,5.416,3.609,3.549,12.806,32361276449.0,5642000000.0,2.476,-1409000000.0,4397000000.0,9119000000.0,1.671,2009
13487,FCX,2009-02-26,2008-12-31,17796000000.0,-14.86,-11545000000.0,-11067000000.0,-0.695,-1.634,0.928,2.146,-1.092,12387127642.0,-13327000000.0,1.657,-2661000000.0,3370000000.0,5773000000.0,2.815,2008
13488,FCX,2008-02-29,2007-12-31,16939000000.0,4.06,7154000000.0,2977000000.0,0.159,6.177,6.554,2.117,13.942,38605938321.0,5890000000.0,1.526,-1755000000.0,6225000000.0,18234000000.0,1.162,2007
13489,FCX,2007-02-28,2006-12-31,5790500000.0,3.66,2960842000.0,1456509000.0,0.646,3.552,4.236,4.394,7.697,10744850433.0,2733271000.0,2.212,-250540000.0,1866424000.0,2445101000.0,1.204,2006
13490,FCX,2006-03-16,2005-12-31,4179118000.0,2.59,2293346000.0,995127000.0,0.658,4.292,3.91,5.074,10.005,9351272767.0,2041834000.0,1.477,-142986000.0,1552545000.0,1842994000.0,2.012,2005
13491,FCX,2006-03-15,2005-12-31,4179118000.0,2.59,2293346000.0,995127000.0,0.658,4.336,3.91,5.129,10.114,9452358022.0,2041834000.0,1.477,-142986000.0,1552545000.0,1842994000.0,2.012,2005
13492,FCX,2005-03-16,2004-12-31,2371866000.0,0.43,887458000.0,202267000.0,0.146,9.574,0.55,6.099,45.267,7096786607.0,681050000.0,2.093,-140999000.0,341355000.0,1163649000.0,3.372,2004
13493,FCX,2004-03-10,2003-12-31,2212165000.0,0.495,947533000.0,181660000.0,0.273,8.126,1.389,7.693,38.709,5969723560.0,716730000.0,1.741,-139186000.0,572072000.0,775984000.0,5.08,2003
13494,FCX,2003-03-27,2002-12-31,1910462000.0,0.44,841827000.0,164654000.0,0.702,5.238,1.122,8.917,18.726,2379161253.0,581381000.0,1.186,-188004000.0,512732000.0,266826000.0,14.711,2002
13495,FCX,2002-03-08,2001-12-31,1838866000.0,0.265,773488000.0,113025000.0,0.831,5.865,1.188,21.117,28.832,2205522739.0,489599000.0,0.872,-166972000.0,508983000.0,104444000.0,39.327,2001
13496,FCX,2001-03-23,2000-12-31,1868610000.0,0.13,725462000.0,76987000.0,0.602,5.494,1.12,47.546,45.657,1803467446.0,441906000.0,0.898,-170959000.0,516020000.0,37931000.0,103.156,2000
13497,FCX,2000-03-20,1999-12-31,1887328000.0,0.31,819402000.0,136467000.0,0.67,5.298,1.257,11.174,21.828,2200026084.0,526189000.0,1.096,-157438000.0,568784000.0,196880000.0,19.738,1999
13498,FCX,1999-03-19,1998-12-31,1757132000.0,0.335,807409000.0,153848000.0,0.695,5.175,0.54,16.702,14.599,1727285472.0,530002000.0,1.053,-289374000.0,478827000.0,103416000.0,39.541,1998
13499,FBIN,2025-02-25,2024-12-31,4609000000.0,3.78,958200000.0,471900000.0,0.2,10.998,3.802,3.354,17.216,8124380428.0,726000000.0,1.253,-193300000.0,667800000.0,2422000000.0,1.709,2024
13500,FBIN,2024-02-27,2023-12-31,4626200000.0,3.19,837300000.0,404500000.0,0.184,15.193,6.299,4.48,25.4,10274439910.0,633400000.0,1.704,-256500000.0,1055800000.0,2293400000.0,1.863,2023
13501,FBIN,2023-02-28,2022-12-31,4723000000.0,5.23,1169900000.0,686700000.0,0.25,8.528,2.439,3.812,11.572,7946452011.0,933100000.0,1.59,-246100000.0,566300000.0,2084400000.0,1.936,2022
13502,FBIN,2022-02-28,2021-12-31,7656100000.0,5.62,1321100000.0,772400000.0,0.256,10.64,3.451,3.804,15.095,11659747018.0,1089500000.0,1.392,-214200000.0,688700000.0,3064800000.0,1.589,2021
13503,FBIN,2021-02-24,2020-12-31,6090300000.0,3.99,1006700000.0,553100000.0,0.216,14.296,4.868,4.359,21.874,12098631360.0,805800000.0,1.642,-150500000.0,825700000.0,2775500000.0,1.651,2020
13504,FBIN,2020-02-26,2019-12-31,5764600000.0,3.09,858700000.0,431900000.0,0.185,12.822,3.613,3.74,21.01,9074365181.0,670100000.0,1.347,-131800000.0,637200000.0,2426600000.0,1.592,2019
13505,FBIN,2019-02-25,2018-12-31,5485100000.0,2.69,760700000.0,389600000.0,0.174,11.665,3.139,3.123,17.46,6802585878.0,611100000.0,1.13,-150100000.0,604000000.0,2178200000.0,1.737,2018
13506,FBIN,2018-02-28,2017-12-31,5283300000.0,3.08,811800000.0,472600000.0,0.186,12.813,2.841,3.546,19.503,9217312962.0,681500000.0,1.766,-165000000.0,600300000.0,2599500000.0,1.12,2017
13507,FBIN,2017-02-28,2016-12-31,4984900000.0,2.68,754700000.0,413200000.0,0.18,13.293,3.248,3.749,21.424,8852499236.0,632000000.0,1.715,-149300000.0,650500000.0,2361500000.0,1.171,2016
13508,FBIN,2016-02-25,2015-12-31,4579400000.0,1.97,615400000.0,315000000.0,0.132,14.56,1.772,3.275,25.48,8026231353.0,500300000.0,1.872,-128500000.0,411100000.0,2450900000.0,0.989,2015
13509,FBIN,2015-02-25,2014-12-31,4013600000.0,0.98,385600000.0,158100000.0,0.065,20.818,0.78,3.341,47.751,7549408833.0,286800000.0,1.857,-127500000.0,253700000.0,2259500000.0,0.792,2014
13510,FBIN,2014-02-26,2013-12-31,4157400000.0,1.39,441300000.0,229700000.0,0.09,17.727,1.215,2.909,33.558,7708340523.0,350900000.0,1.797,-96700000.0,297800000.0,2649400000.0,0.576,2013
13511,FBIN,2013-02-27,2012-12-31,3591100000.0,0.74,263000000.0,118700000.0,0.052,21.533,1.294,2.383,47.799,5673790497.0,161700000.0,1.941,-75000000.0,282800000.0,2381100000.0,0.625,2012
13512,FBIN,2012-02-22,2011-12-31,3328600000.0,-0.23,93300000.0,-35600000.0,-0.035,35.661,0.689,1.432,-85.318,3037328141.0,-18200000.0,1.595,-68500000.0,175400000.0,2120800000.0,0.714,2011
13513,FBIN,2011-08-26,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.526,,,,187600000.0,0.831,-58300000.0,138900000.0,2082800000.0,0.768,2010
13514,FBIN,2011-08-22,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.526,,,,187600000.0,0.831,-58300000.0,138900000.0,2082800000.0,0.768,2010
13515,FBIN,2011-08-11,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.526,,,,187600000.0,0.831,-58300000.0,138900000.0,2082800000.0,0.768,2010
13516,FBIN,2011-07-07,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.526,,,,187600000.0,2.546,-58300000.0,138900000.0,-58400000.0,-73.875,2010
13517,FBIN,2011-06-15,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.526,,,,187600000.0,2.546,-58300000.0,138900000.0,-58400000.0,-73.875,2010
13518,FBIN,2011-05-06,2010-12-31,3233500000.0,0.37,299200000.0,57200000.0,,,0.52,,,,187600000.0,2.546,-58300000.0,138900000.0,-58400000.0,-73.875,2010
13519,FBF,2004-03-02,2003-12-31,10462000000.0,2.46,4532000000.0,2580000000.0,0.146,13.864,4.168,2.639,18.698,48240607523.0,3986000000.0,,-247000000.0,4618000000.0,18280000000.0,9.954,2003
13520,FBF,2003-03-05,2002-12-31,8696000000.0,1.12,2490000000.0,1170000000.0,0.069,17.461,5.139,1.52,21.862,25578725295.0,1938000000.0,,-413000000.0,5785000000.0,16833000000.0,10.314,2002
13521,FBF,2002-03-01,2001-12-31,10407000000.0,0.84,1976000000.0,904000000.0,0.048,28.835,1.607,1.996,38.874,35142503544.0,1467000000.0,,-675000000.0,2416000000.0,17608000000.0,10.565,2001
13522,FBF,2001-02-28,2000-12-31,14349000000.0,3.74,6199000000.0,3381000000.0,0.219,11.304,1.318,2.307,11.036,37312871888.0,5677000000.0,,-547000000.0,1759000000.0,16172000000.0,10.101,2000
13523,FBF,2000-03-09,1999-12-31,12783000000.0,2.16,3844000000.0,1982000000.0,0.178,14.02,5.291,1.53,11.814,23415983681.0,3370000000.0,,-818000000.0,5810000000.0,15307000000.0,11.458,1999
13524,FBF,1999-03-26,1998-12-31,6636000000.0,2.61,2703000000.0,1481000000.0,0.164,12.638,-3.05,2.313,14.697,21765772388.0,2456000000.0,,-189000000.0,-1604000000.0,9409000000.0,10.094,1998
13525,FAST,2025-02-06,2024-12-31,7546000000.0,1.005,1690800000.0,1150600000.0,0.326,25.453,0.837,11.837,37.203,42805780904.0,1515400000.0,4.675,-214100000.0,1173300000.0,3616300000.0,0.299,2024
13526,FAST,2024-02-06,2023-12-31,7346700000.0,1.01,1710100000.0,1155000000.0,0.343,23.433,1.113,11.873,34.423,39758731817.0,1532800000.0,4.568,-160600000.0,1432700000.0,3348800000.0,0.333,2023
13527,FAST,2023-02-07,2022-12-31,6980600000.0,0.945,1630900000.0,1086900000.0,0.344,19.069,0.678,9.651,28.087,30528180126.0,1454300000.0,3.956,-162400000.0,941000000.0,3163200000.0,0.438,2022
13528,FAST,2022-02-07,2021-12-31,6010900000.0,0.805,1388200000.0,925000000.0,0.317,22.445,0.541,10.11,33.251,30757395848.0,1217500000.0,4.187,-148200000.0,770100000.0,3042200000.0,0.413,2021
13529,FAST,2021-02-08,2020-12-31,5647300000.0,0.75,1304800000.0,859100000.0,0.311,21.204,0.823,9.975,31.734,27262841092.0,1142400000.0,4.08,-157500000.0,1101800000.0,2733200000.0,0.451,2020
13530,FAST,2020-02-06,2019-12-31,5333700000.0,0.69,1206300000.0,790900000.0,0.312,18.386,0.526,8.164,27.517,21763176656.0,1057600000.0,4.511,-239800000.0,842700000.0,2665600000.0,0.426,2019
13531,FAST,2019-02-06,2018-12-31,4965100000.0,0.655,1137800000.0,751900000.0,0.334,15.753,0.442,7.639,23.395,17590507664.0,999600000.0,5.295,-166800000.0,674200000.0,2302700000.0,0.442,2018
13532,FAST,2018-02-05,2017-12-31,4390500000.0,0.502,1009600000.0,578600000.0,0.286,15.126,0.41,7.14,25.877,14972659659.0,882200000.0,5.515,-112500000.0,585200000.0,2096900000.0,0.388,2017
13533,FAST,2017-02-06,2016-12-31,3962036000.0,0.432,899758000.0,499478000.0,0.265,16.507,0.286,7.54,29.181,14575177695.0,796233000.0,6.243,-182946000.0,513999000.0,1933094000.0,0.381,2016
13534,FAST,2016-02-05,2015-12-31,3869187000.0,0.443,915199000.0,516361000.0,0.286,13.89,0.345,6.926,24.162,12476347609.0,829128000.0,4.461,-145227000.0,546940000.0,1801289000.0,0.406,2015
13535,FAST,2015-02-05,2014-12-31,3733507000.0,0.417,860494000.0,494150000.0,0.264,14.434,0.266,6.498,25.184,12444722011.0,788349000.0,4.218,-183655000.0,499392000.0,1915217000.0,0.232,2014
13536,FAST,2014-02-06,2013-12-31,3326106000.0,0.378,777351000.0,448636000.0,0.261,16.856,0.181,7.425,29.337,13161850130.0,713581000.0,5.873,-201550000.0,416120000.0,1772697000.0,0.171,2013
13537,FAST,2013-02-07,2012-12-31,3133577000.0,0.355,727614000.0,420536000.0,0.264,20.201,0.222,9.471,35.142,14778362027.0,674155000.0,6.302,-133882000.0,396292000.0,1560360000.0,0.164,2012
13538,FAST,2012-02-09,2011-12-31,2766859000.0,0.302,619194000.0,357929000.0,0.26,22.8,0.129,9.757,39.772,14235399337.0,575081000.0,6.582,-116489000.0,268489000.0,1458976000.0,0.155,2011
13539,FAST,2011-02-09,2010-12-31,2269471000.0,0.225,471328000.0,265356000.0,0.212,19.3,0.145,7.205,34.822,9240219875.0,430640000.0,6.694,-69138000.0,240488000.0,1282512000.0,0.145,2010
13540,FAST,2010-02-09,2009-12-31,1930330000.0,0.155,337510000.0,184357000.0,0.157,18.006,0.218,5.242,33.859,6242216346.0,297490000.0,8.22,-47675000.0,306070000.0,1190843000.0,0.115,2009
13541,FAST,2009-02-20,2008-12-31,2340425000.0,0.235,490368000.0,279705000.0,0.254,9.575,0.145,4.186,17.094,4781203619.0,451167000.0,6.591,-86923000.0,259898000.0,1142259000.0,0.142,2008
13542,FAST,2008-02-21,2007-12-31,2061819000.0,0.194,415231000.0,232622000.0,0.236,14.723,0.148,6.109,26.526,6170615063.0,377899000.0,6.392,-49830000.0,227894000.0,1010161000.0,0.151,2007
13543,FAST,2007-02-23,2006-12-31,1809337000.0,0.165,354559000.0,199038000.0,0.231,15.789,0.02,6.092,28.222,5617329351.0,321029000.0,7.39,-73335000.0,97875000.0,922093000.0,0.127,2006
13544,FAST,2006-02-23,2005-12-31,1523333000.0,0.138,298062000.0,166814000.0,0.226,21.598,0.051,8.288,38.929,6493843788.0,269056000.0,7.09,-60455000.0,121912000.0,783549000.0,0.136,2005
13545,FAST,2005-03-01,2004-12-31,1238492000.0,0.108,231979000.0,130989000.0,0.206,18.676,0.008,6.38,33.331,4365984215.0,208336000.0,7.559,-48188000.0,57437000.0,684369000.0,0.125,2004
13546,FAST,2004-02-25,2003-12-31,994928000.0,0.069,156847000.0,84120000.0,0.153,23.039,0.037,6.352,43.549,3663359713.0,136336000.0,7.453,-46062000.0,90623000.0,576740000.0,0.13,2003
13547,FAST,2003-02-26,2002-12-31,905438000.0,0.062,138935000.0,75542000.0,0.161,17.368,-0.018,4.856,32.132,2427317258.0,121923000.0,8.424,-39990000.0,17819000.0,499871000.0,0.118,2002
13548,FAST,2002-03-04,2001-12-31,818283000.0,0.058,128601000.0,70112000.0,0.174,21.744,0.041,6.692,40.557,2843504666.0,113634000.0,8.413,-42047000.0,91727000.0,424888000.0,0.119,2001
13549,FAST,2001-03-05,2000-12-31,745740000.0,0.067,143407000.0,80730000.0,0.245,15.529,0.007,6.29,27.99,2259628257.0,131430000.0,8.022,-30096000.0,38253000.0,359258000.0,0.12,2000
13550,FAST,2000-03-13,1999-12-31,609186000.0,0.054,118533000.0,65455000.0,0.255,11.848,0.026,5.079,21.88,1432185472.0,106536000.0,6.756,-24979000.0,55989000.0,281960000.0,0.13,1999
13551,FAST,1999-03-15,1998-12-31,503100000.0,0.044,98436000.0,52953000.0,0.268,14.835,0.013,6.701,27.541,1458363167.0,87176000.0,5.624,-28096000.0,43316000.0,217646000.0,0.154,1998
13552,FANG,2025-02-26,2024-12-31,11066000000.0,15.53,7123000000.0,3338000000.0,0.122,7.992,-25.166,1.169,13.217,44119476082.0,4273000000.0,0.439,-11787000000.0,6413000000.0,37736000000.0,0.727,2024
13553,FANG,2024-02-22,2023-12-31,8412000000.0,17.34,5976000000.0,3143000000.0,0.197,6.291,6.7,1.897,10.034,31536864614.0,4230000000.0,0.769,-4714000000.0,5920000000.0,16625000000.0,0.696,2023
13554,FANG,2023-02-23,2022-12-31,9643000000.0,24.61,7063000000.0,4386000000.0,0.319,4.542,15.974,1.732,5.927,25996390728.0,5719000000.0,0.811,-3505000000.0,6325000000.0,15009000000.0,0.701,2022
13555,FANG,2022-02-24,2021-12-31,6797000000.0,12.35,4287000000.0,2182000000.0,0.193,6.696,9.313,1.877,10.399,22689600385.0,3012000000.0,1.006,-2299000000.0,3944000000.0,12088000000.0,0.799,2021
13556,FANG,2021-02-25,2020-12-31,2813000000.0,-28.59,-4120000000.0,-4517000000.0,-0.431,-4.034,0.468,1.241,-2.416,10912560582.0,-5424000000.0,0.487,-2044000000.0,2118000000.0,8794000000.0,0.889,2020
13557,FANG,2020-02-27,2019-12-31,3964000000.0,1.47,1906000000.0,240000000.0,0.017,7.69,-5.921,0.711,39.228,9414761227.0,459000000.0,0.688,-3702000000.0,2734000000.0,13249000000.0,0.651,2019
13558,FANG,2019-02-25,2018-12-31,2176256000.0,8.09,1724349000.0,845672000.0,0.11,12.502,-18.336,1.263,20.466,17307730451.0,1101310000.0,0.907,-3482825000.0,1564505000.0,13699287000.0,0.542,2018
13559,FANG,2018-02-15,2017-12-31,1205111000.0,4.95,830006000.0,482261000.0,0.098,16.446,-24.762,2.338,25.475,12285636218.0,503247000.0,0.621,-3301837000.0,888625000.0,5254860000.0,0.417,2017
13560,FANG,2017-02-15,2016-12-31,527107000.0,-2.2,53857000.0,-165034000.0,-0.064,176.774,-11.443,2.727,-61.089,10081697579.0,-124158000.0,8.561,-1191167000.0,332080000.0,3697462000.0,0.36,2016
13561,FANG,2016-02-19,2015-12-31,446733000.0,-8.74,-492731000.0,-550628000.0,-0.281,-11.408,-7.705,2.743,-9.346,5146298715.0,-710428000.0,0.769,-902087000.0,416501000.0,1875972000.0,0.346,2015
13562,FANG,2015-02-20,2014-12-31,495718000.0,3.67,507260000.0,193755000.0,0.138,9.986,-20.655,2.526,22.827,4422807232.0,337255000.0,0.944,-1447520000.0,356389000.0,1751011000.0,0.634,2014
13563,FANG,2014-02-19,2013-12-31,208002000.0,1.3,160997000.0,54587000.0,0.079,20.62,-18.662,3.401,52.675,2875363425.0,94400000.0,0.511,-939851000.0,155777000.0,845541000.0,0.8,2013
13564,FANG,2013-03-01,2012-12-31,74962000.0,0.6,48265000.0,-36521000.0,,16.589,-6.427,1.788,-22.625,826279125.0,21992000.0,0.635,-176441000.0,49692000.0,462068000.0,0.313,2012
13565,F,2025-02-06,2024-12-31,184992000000.0,1.48,15900000000.0,5879000000.0,0.134,10.843,1.694,0.821,6.261,36810167050.0,8333000000.0,1.165,-8684000000.0,15423000000.0,44835000000.0,5.36,2024
13566,F,2024-02-07,2023-12-31,176191000000.0,1.09,12977000000.0,4347000000.0,0.1,13.531,1.671,1.198,11.784,51226051814.0,5287000000.0,1.196,-8236000000.0,14918000000.0,42773000000.0,5.389,2023
13567,F,2023-02-03,2022-12-31,158057000000.0,-0.49,6056000000.0,-1981000000.0,-0.045,27.58,-0.003,1.23,-26.849,53187742363.0,-1586000000.0,1.202,-6866000000.0,6853000000.0,43242000000.0,4.919,2022
13568,F,2022-02-04,2021-12-31,136341000000.0,4.49,26928000000.0,17937000000.0,0.467,7.03,2.395,1.479,4.0,71745914870.0,19610000000.0,1.201,-6227000000.0,15787000000.0,48519000000.0,4.295,2021
13569,F,2021-02-05,2020-12-31,127144000000.0,-0.32,9281000000.0,-1279000000.0,-0.041,19.635,4.663,1.492,-35.802,45791185199.0,530000000.0,1.201,-5742000000.0,24269000000.0,30690000000.0,7.704,2020
13570,F,2020-02-05,2019-12-31,155900000000.0,0.01,10032000000.0,47000000.0,0.001,17.041,2.519,0.999,705.438,33155564334.0,343000000.0,1.162,-7632000000.0,17639000000.0,33185000000.0,6.789,2019
13571,F,2019-02-21,2018-12-31,160338000000.0,0.93,14835000000.0,3677000000.0,0.101,11.608,1.816,0.966,9.441,34714071569.0,5555000000.0,1.2,-7785000000.0,15022000000.0,35932000000.0,6.136,2018
13572,F,2018-02-08,2017-12-31,156776000000.0,1.91,18377000000.0,7602000000.0,0.232,9.644,2.781,1.187,5.449,41424284322.0,9255000000.0,1.225,-7049000000.0,18096000000.0,34890000000.0,6.386,2017
13573,F,2017-02-09,2016-12-31,151800000000.0,1.16,16702000000.0,4596000000.0,0.151,10.553,3.222,1.686,10.702,49188552649.0,7679000000.0,1.201,-6992000000.0,19792000000.0,29170000000.0,7.154,2016
13574,F,2016-02-11,2015-12-31,149558000000.0,1.86,19020000000.0,7373000000.0,0.275,8.566,2.26,1.548,6.015,44347755275.0,11027000000.0,,-7196000000.0,16170000000.0,28642000000.0,6.849,2015
13575,F,2015-02-13,2014-12-31,144077000000.0,0.81,12525000000.0,3187000000.0,0.122,13.742,1.802,2.568,19.99,63708389429.0,5140000000.0,,-7463000000.0,14507000000.0,24805000000.0,7.392,2014
13576,F,2014-02-18,2013-12-31,146917000000.0,1.82,7837000000.0,7155000000.0,0.342,20.517,0.977,2.296,8.466,60575634008.0,7837000000.0,,-6597000000.0,10444000000.0,26383000000.0,6.644,2013
13577,F,2013-02-19,2012-12-31,134252000000.0,1.48,8434000000.0,5665000000.0,0.331,16.474,0.933,3.107,8.745,49540980689.0,8434000000.0,,-5488000000.0,9045000000.0,15947000000.0,10.926,2012
13578,F,2012-02-21,2011-12-31,136264000000.0,5.33,13103000000.0,20213000000.0,2.813,9.918,1.445,3.168,2.355,47609571071.0,13103000000.0,,-4293000000.0,9784000000.0,15028000000.0,10.865,2011
13579,F,2011-02-28,2010-12-31,128954000000.0,1.9,13305000000.0,6561000000.0,-2.283,10.976,2.141,-84.482,8.666,56856673744.0,13305000000.0,,-4092000000.0,11477000000.0,-673000000.0,-245.66,2010
13580,F,2010-02-25,2009-12-31,118308000000.0,0.91,9614000000.0,2717000000.0,-0.243,15.634,3.837,-5.027,14.467,39308117455.0,9614000000.0,,-4561000000.0,16042000000.0,-7820000000.0,-25.75,2009
13581,F,2009-02-26,2008-12-31,146277000000.0,-6.46,-4927000000.0,-14672000000.0,4.231,-27.79,-3.025,-0.276,-0.325,4775467110.0,-4927000000.0,,-6696000000.0,-179000000.0,-17311000000.0,-13.543,2008
13582,F,2008-02-27,2007-12-31,172455000000.0,-1.38,6910000000.0,-2723000000.0,-9.596,21.38,5.585,2.574,-5.32,14486023702.0,6910000000.0,,-6022000000.0,17074000000.0,5628000000.0,48.368,2007
13583,F,2007-02-28,2006-12-31,160123000000.0,-6.72,-6476000000.0,-12613000000.0,-1.559,-24.403,1.469,-4.293,-1.179,14875735136.0,-6476000000.0,,-6848000000.0,9609000000.0,-3465000000.0,-81.056,2006
13584,F,2006-03-01,2005-12-31,177089000000.0,1.1,9155000000.0,2024000000.0,0.142,15.022,6.828,1.134,7.26,14695116460.0,9155000000.0,,-9069000000.0,21674000000.0,12957000000.0,19.711,2005
